"Num_equipement","Description","Date de detection de l'anomalie","Statut","Priorité","Description equipement","Section proprietaire"
"1dd4fe9d-de73-40ac-8fa9-0a85c6ac05b8","défaut capteur de rotation convoyeur C50.","2023-02-07 14:34:17","Travaux terminés","2","SYSTEM ETA","34CT"
"70cbcbb0-8d6e-4058-920f-154836bb804a","prévoir contrôle position vanne regulation pression fioul","2023-02-08 09:34:22","Travaux terminés","2","VANNE RÉGULATRICES DE PRESSION FIOUL","34CT"
"e97cda49-47ff-4206-82f1-9af977bd3264","Moteur frappage plaques réceptrice du champ 4B désaccouplé .","2023-02-08 10:25:08","Travaux terminés","2","MOTEUR DE FRAPPAGE PLAQUES RECEPTRICES","34MC"
"344a302f-5751-43ef-afec-e70e438c4bdc","DEFAUT DE LANCEMENT RAMONEUR RECHAUFFEUR LG.","2023-02-10 08:27:30","Travaux terminés","2","Systeme ramonage U3","34CT"
"34adca5d-889d-4d08-b793-e8b0c6b64f40","Fausse indication du manomètre de sortie du réchauffeur fioul 20 U3.","2023-02-11 08:54:59","Travaux terminés","3","MANOMETRE AVEC SEPARATEUR","34CT"
"8532f435-bb06-4d80-ac7e-8a939019f460","Appoint d'huile pompe d'extraction numéro 10 , et  nettoyage du voyant de niveau d'huile locale .","2023-02-12 07:52:15","Travaux terminés","2","MOTEUR POMPE D'EXTRACTION 1","34MM"
"d56beceb-eb7c-4340-91d1-cf48644ac02d","prévoir remise en état lampe d'éclairage à l'entrée de salle caisse à huile turbine.","2023-02-12 08:42:46","Terminé - Pas d'imputation","2","Système huile turbine","34EL"
"618caa38-d741-4246-9bef-fa030b3950d7","fuite des cendres au niveau de porte visite SAS coté EL JADIDA U3","2023-02-12 09:53:38","Travaux terminés","2","SAS A SOUS CHAMP 2 ELECTROFILTRE B","34MC"
"2ecc1b32-e51b-4d63-b993-6288917b82b8","Fuite d'air interne dans le sécheur etp10 TR3.","2023-02-13 09:55:12","Travaux terminés","3","SECHEUR POUR COMPRESSEUR D'AIR A TYPE GA90W","34MC"
"e91e9a73-46cf-46e9-86b8-dfd99a77f706","appoint d'huile pompe injection phosphate N°02-TR03","2023-02-14 07:55:59","Travaux terminés","1","POMPE DOSEUSE DE PHOSPHATE","34MM"
"dc6cad25-dfa6-42b1-bfd6-bb2058c1a3d6","appoint d'huile pompe injection phosphate N01-TR03","2023-02-14 07:56:04","Travaux terminés","1","POMPE DOSEUSE DE PHOSPHATE","34MM"
"9cfe78f3-f37e-46c5-8b49-d3c27fbd09f8","appoint d'huile pompe ammoniaque N°02-TR03","2023-02-14 07:56:11","Travaux terminés","1","POMPE DOSEUSE D'AMMONIAQUE","34MM"
"202fe81a-886f-4abd-8911-b516afd41c42","appoint d'huile graissage pompe carbohydrazine N°02-TR03","2023-02-14 07:56:26","Travaux terminés","1","MOTEUR POMPE DOSEUSE HYDRAZINE 2","34MM"
"455a37df-969b-4226-a004-03877546ef49","appoint huile graissage de la pompe carbohydrazine N°01-TR03","2023-02-14 07:56:33","Travaux terminés","1","MOTEUR POMPE DOSEUSE HYDRAZINE 1","34MM"
"79ba0d26-4d08-4f47-8669-d480be0a690c","La température du transformateur BFT05 U3 élevée (62 °C)  .   ","2023-02-14 08:15:57","Terminé - Pas d'imputation","2","TRANSFORMATEUR 6,6KV/0,4KV U3","34EL"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Filtres encrassés de la pompe fioul N°20 U3","2023-02-14 08:57:48","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"957dacec-f3aa-4775-ab81-ab734c254e6e","Manque d'éclairage  station de pompage fioul . station de pompage eau déminéralisé .","2023-02-14 09:36:46","Terminé - Pas d'imputation","3","unité 03","34EL"
"dc3cc462-875e-4b80-8e64-5a9fa7b9f9f6","indicateur de température vapeur éjecteur de maintien 20 défaillants","2023-02-15 08:03:00","En attente arrêt de l'unité","2","Air removal system","34CT"
"472b0fbb-0711-41b2-ad08-4629e2662da3","Fuite vapeur+condensats au niveau vanne by pass purgeur automatique retour condensats réchauffeur fioul N20 Tr3.","2023-02-15 09:03:34","Travaux terminés","2","RÉCHAUFFEUR FIOUL N°20","34MC"
"7d087725-fdda-4b2b-8bf2-99277b1bfa13","Fausse indication tension secondaire transfo-redresseur 5A U3","2023-02-16 09:09:41","En attente arrêt équipement","2","TRANSFORMATEUR REDRESSEUR CHAMP5 FILE A","34EL"
"a9c1f83d-b93e-4f40-801e-fd0617d6844d","A suivre le niveau du balourd avec attention, Programmer dès que possible l’inspection mécanique des paliers de moteur (Jeu radial ; coussinet…) et équilibrage de moteur en atelier si nécessaire.","2023-02-16 09:13:00","Préparé","2","Moteur pompe alimentaire 30","34EL"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement du filtre de la pompe fioul 10 U3.   ","2023-02-16 11:45:48","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Mout de chaine coté mer du décrasseur U3.","2023-02-17 10:17:33","Travaux terminés","2","DECRASSEUR","34MC"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Encrassement du filtre d'aspiration de la pompe fioul 20.","2023-02-19 09:08:54","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Encrassement du filtre d'aspiration pompe fuel N°20 U3.","2023-02-19 09:09:14","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement du filtre d'aspiration pompe fuel N°10.","2023-02-20 10:40:59","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"116207c5-8400-47fe-b468-14e87536d8b8","prévoir changement indicateur de pression aspiration pompe booster 30","2023-02-20 12:24:52","Travaux terminés","3","MANOMETRE","34CT"
"414e8fb1-2a27-4798-b82a-32b61b62df02","prévoir changement indicateur de pression vapeur auxiliaire éjecteur de maintient  20","2023-02-20 12:25:20","Travaux terminés","3","MANOMETRE","34CT"
"be397478-b3fe-4c26-bd31-3419508e2d00","prévoir changement indicateur de pression vapeur auxiliaire éjecteur de maintient  10","2023-02-20 12:25:26","Travaux terminés","3","MANOMETRE","34CT"
"a89d8620-99e2-4cfb-a0f2-b5933918de16","Fausse indication manomètre réservoir de stockage d'air des ETPs U3 (stable à 8.2 Bars)","2023-02-20 12:25:34","Travaux terminés","2","MANOMETRE PRESSION RESERVOIR INTEMEDIAIRE","34CT"
"3f1e92dc-0cd8-498d-a3d1-fa5333b42ec3","l'indicateur de déférence de pression est défectueux","2023-02-20 23:20:40","Travaux terminés","2","PALIER SUPPORT","34MC"
"43097f65-1951-436c-9956-530ebfdf3a62","Prévoir contrôle pression huile refoulement pompe station BPBP","2023-02-21 08:00:25","Travaux terminés","2","STATION HYDRAULIQUE BP","34MM"
"43097f65-1951-436c-9956-530ebfdf3a62","REGLAGE DE PRESSION D'HUILE DE OMMANDE","2023-02-21 11:59:00","Travaux terminés","2","STATION HYDRAULIQUE BP","34MM"
"8084ee0d-f58e-4099-b456-f8d796fb201b","BAC de préparation   PHOSHATE TRISODIQUE circuit  NORIA  TR03 présente un fuite  . Merci d'intervenir pour résoudre le problème .","2023-02-23 08:03:54","Travaux terminés","1","RÉSERVOIR D'AMMONIAQUE","34MM"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement filtres d'aspiration pompe fioul 10 U3","2023-02-23 08:53:11","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"6a7ed335-2285-421b-b44d-eb20eb301d7b"," indicateur déférence de pression huile de lubrification palier support RLJ défectueux","2023-02-23 08:53:23","Travaux terminés","2","RECHAUFFEUR D'AIR.","34CT"
"3959da1c-4c58-459c-b023-95c0cc7ce728","la mesure de température d'huile de lubrification palier support réchauffeur d'air n'est pas visible","2023-02-23 08:53:28","En préparation","","CENTRALE HYDRAULIQUE DE LUBRIFICATION PALIER SUPPO","34CT"
"3ad0ac58-d0de-4c6b-8b85-c082547dac98","Eclairage insuffisant station réchauffage fuel U3.","2023-02-26 10:24:06","Terminé - Pas d'imputation","2","RÉCHAUFFEUR FIOUL N°10","34EL"
"db5425f8-db84-4b76-ac27-e49d73b16086","prévoir changement flexible extracteur provisoire située au dessus de la vanne hydraulique du bypasse BP pour dégagement des fumées causé par la fuite d'huile  ( trop court )","2023-02-26 13:45:45","Travaux terminés","2","BY-PASS BP","34MM"
"775275ce-ad7c-444a-b751-c1437d2506c2","champs 5 et 6 A dégradé","2023-02-26 14:28:01","Terminé - Pas d'imputation","2","ELECTROFILTRE A","34EL"
"1b4e1787-04a5-4333-8c46-1ce8a1a532a7","Déclenchement pompe alimentaire 30 tranche 3 par température coussinet haute suite à l'éclatement de la garniture mécanique palier libre","2023-02-27 09:57:59","Travaux terminés","2","Mesure de Température Coussinet Coté Coupleur de  PA30","34MM"
"1b07b6c9-d3e1-425e-8d9f-32a5a6675f45","Remise en état   du calorifuge  purge normale hp7 .","2023-02-27 13:43:05","Travaux terminés","2","Purge normale HP 7","34MD"
"cc584717-c626-4c20-a639-c9a2e30278f2","Fuite d'air par membrane du détendeur .","2023-02-27 14:17:56","Travaux terminés","2","DETENDEUR D'AIR","34CT"
"00ec1b89-5daa-4912-9c13-e59167816c64","Vibration ventilateur soufflage A, coté  libre (30HLB10CY003 )","2023-03-02 15:23:12","Lancé","2","Mesure de  Vibration Axiale Coté Libre  du  Ventilateur d'Air Secondaire A","34MC"
"ac25fcfd-2cd4-47e4-b070-a2ff0edd8470","PREVOIR LA REMISE EN PLACE DE L'INDICATEUR DE TEMPERATURE BARILLET VAPEUR AUXILIAIRE TR 3","2023-03-05 07:42:26","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Filtres encrassés de la pompe fioul N°10 U3","2023-03-05 14:38:16","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"4f6da0b8-ac98-45a6-a538-6f68a867d8cc","Fuite CV par percement en aval de la vanne de convoyage champ 3B U3","2023-03-05 14:38:27","Travaux terminés","2","VANNE DE DECHARGE DES SAS   SOUS CHAMP 3 ELECTROFI","34MD"
"5c114b71-479f-48f4-bd92-80689d2be417","lance mobile  du ramoneur IK 25  cisailleé","2023-03-05 14:38:32","Travaux terminés","2","RAMONEUR LONG RETRACTABLE N°25 TYPE IK POUR LES ÉC","34MC"
"071a530f-a9f1-4faa-8ac1-40d2a8e3f7e6","ramoneur de réchauffeur d air LG ne se lance pas .","2023-03-06 07:26:35","Travaux terminés","2","BOILER SOOTBLOWER ISOLATION","34CT"
"d06f842d-377d-4cb7-944d-727d79e030ec","prévoir appoint d huile ppe  booster  20","2023-03-06 07:45:40","Travaux terminés","2","Pompe nouriciere (booster)   N°20","34MM"
"344a302f-5751-43ef-afec-e70e438c4bdc","Découpage une lance déformer pour ramoneur IK12","2023-03-06 14:40:00","Travaux terminés","3","Systeme ramonage U3","34MD"
"01e921be-4ed0-4657-8551-ddbe9a7e0516","fuite de huile par raccord au niveau d'entrée réfrigérant huile de graissage LAC10.","2023-03-07 08:25:19","Travaux terminés","2","REFROIDISSEUR D'HUILE DE GRAISSAGE","34MM"
"957dacec-f3aa-4775-ab81-ab734c254e6e","Manque d'éclairage au niveau 2/3/4 et 5 chaudière 3.","2023-03-08 08:02:00","Travaux terminés","2","unité 03","34EL"
"c8a4f89a-48ac-4794-9556-37e0337e218e","La Vanne d'inertage général est inaccessible.","2023-03-08 08:36:25","Travaux terminés","2","STEAM INERTING HEADER ISOLATION","34MD"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Encrassement du filtre de la pompe fioul 20 TR3.","2023-03-08 08:36:37","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","mou de chaine décrasseur coté el Jadida .","2023-03-08 08:37:00","Travaux terminés","2","DECRASSEUR","34MC"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Mou de chaine dans le décrasseur U3.","2023-03-08 08:37:29","Travaux terminés","2","DECRASSEUR","34MC"
"8e2f9d17-fcb2-4f2a-8e1d-eac0f6beeb58","prévoir contrôle inclinaison angle 1(se coince en position +20).","2023-03-08 13:03:55","Travaux terminés","2","COMMANDE DES INCLINAISON BRÛLEURS COIN 1.","34CT"
"579f41da-302e-4e35-b6ea-d5332e40f31b","prévoir contrôle capteur de vibration","2023-03-08 13:04:11","Travaux terminés","2","Capteur de vibration axiale coté  Libre  de la pompe 20","34CT"
"94a0be5f-039e-4df6-9d74-4254547b2b48","prévoir contrôle capteur de vibration","2023-03-08 13:04:14","Travaux terminés","2","Capteur de vibration radiale coté Libre  de la pompe 20","34CT"
"75022d79-e433-4226-ac00-a083d0c7b933","mesure de DP broyeur C au DCS a Controller.","2023-03-13 08:52:43","Travaux terminés","3","broyeur C","34CT"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement du filtre de la pompe fioul 10 TR3.","2023-03-13 15:04:39","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"db6eeca1-338f-415b-93ab-6fb14e9c43e2","Prévoir appoint d'huile du compresseur ETP11.","2023-03-15 14:06:31","Travaux terminés","2","COMPRESSEUR D'AIR B TYPE GGGGGG","34MC"
"63f99d41-11b6-4907-998f-70550d3ec818","prévoir remise en état vibration au niveau de moteur alimentateur B.","2023-03-16 08:32:01","En attente arrêt équipement","2","MOTEUR ALIMENTATEUR GRAVIMETRIQUE","34EL"
"9feee85f-f557-469e-9928-b5a401fdce5d","Nœud 30 en défaut","2023-03-16 08:55:58","Travaux terminés","2","Armoire de Contrôle Automate Node 30","34CT"
"25621de4-73b8-4fcf-8e93-ef3c53be7049","manque d'un indicateur de température de soutirage 5","2023-03-19 09:13:21","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"1d803466-a290-477c-8a75-3aa4ca661340","manque d'un indicateur de température de soutirage 4","2023-03-19 09:13:27","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"adf6e40a-c858-44f8-bd3a-b3c2857d5bd3","manque d'un indicateur de température entrée réchauffeur HP7","2023-03-19 09:13:30","Travaux terminés","3","T EAU ENTR CHAUF 7","34CT"
"ebd720dd-9514-42d3-9545-804aebb367e5","l'indicateur de température réchauffeur HP6 est défectueux","2023-03-19 09:13:39","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"c08ce1bb-0b02-47d5-bdb5-873cb418b970","l'indicateur de température purge secoure réchauffeur BP4 est défectueux","2023-03-19 09:13:50","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"09e483b5-6656-4eb3-a17a-4a59a2f14e7a","Présence trace d'huile au niveau sortie borne 1U du transformateur principal","2023-03-19 10:40:07","Travaux terminés","2","TRANSFO PRINCIPAL","34EL"
"09e483b5-6656-4eb3-a17a-4a59a2f14e7a","prévoir le contrôle des indicateur température enroulement transformateur (position anormal d'aiguille de l'image de la dernière mesure)","2023-03-19 10:40:23","Travaux terminés","2","TRANSFO PRINCIPAL","34EL"
"e3e53b93-c0f4-43e6-bc50-a8930cab495b","défaut électrique de moteur pompe carbohydrazine N°01/TR03","2023-03-19 13:05:31","Travaux terminés","1","POMPE DOSEUSE D'HYDRAZINE","34EL"
"cd89ccdd-6e22-429f-8ebb-4f85a6ed468c","défaut électrique de moteur pompe carbohydrazine N°02 /TR03","2023-03-19 13:05:52","Travaux terminés","1","POMPE DOSEUSE D'HYDRAZINE","34EL"
"1e1460e1-f5f0-4226-9d14-6ba58b63b6a6","l'indicateur de pression d'aspiration pompe alimentaire principale30 est erroné","2023-03-20 09:10:43","Travaux terminés","3","Indicateur de pression","34CT"
"eb93d87d-2de6-4c28-ad05-8d519d6579bb","l'indicateur de température aspiration pompe alimentaire principale 30 est erroné","2023-03-20 09:11:04","Travaux terminés","3","INDICATEUR DE TEMPERATURE","34CT"
"ba7a6b08-aaee-44fe-b1f7-80767179a554","présence entrée d'air au niveau la  sonde de démarrage N1(photo en pièce jointe).","2023-03-20 11:29:37","Travaux terminés","2","FURANCE OUTLET GAS TEMP PROBE","34MC"
"72e83c0c-187e-402d-9987-219297691a72","prévoir changement indicateur de pression vapeur auxiliaire éjecteur de maintient  10","2023-03-20 12:25:14","Travaux terminés","3","MANOMETRE","34CT"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Percement au niveau de la goulotte de décrasseur U3.","2023-03-21 11:48:20","Travaux terminés","2","DECRASSEUR","34MD"
"645f7c30-6888-4dd1-a644-8647868b7caf","déformation tôle de guidage ramoneur ik27","2023-03-22 11:41:53","Travaux terminés","2","RAMONEUR LONG RETRACTABLE N°35 TYPE IK POUR LES ÉC","34MC"
"01df7ff6-f7a5-4051-a04a-1a3d1c923db2","l'indicateur de pression eau de désurchauffe décharge bypass BP est erroné","2023-03-23 09:04:21","Travaux terminés","3","MANOMETRE","34CT"
"957dacec-f3aa-4775-ab81-ab734c254e6e","Sortie consommable pour I&C34","2023-03-23 10:59:00","Travaux terminés","1","unité 03","34CT"
"6a7ed335-2285-421b-b44d-eb20eb301d7b"," indicateur déférence de pression huile de lubrification palier support RLJ défectueux","2023-03-23 13:54:00","Travaux terminés","2","RECHAUFFEUR D'AIR.","34CT"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Présence mou de chaîne décrasseur tr3 ( les deux côté ) .","2023-03-26 11:10:10","Travaux terminés","2","DECRASSEUR","34MC"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Encrassement du filtre de la pompe fioul 20 TR3.","2023-03-26 11:10:23","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"ec354ff4-33ca-491f-a62b-f10c9dca013b","Filtres encrassés de la pompe fioul N°20 Tr3","2023-03-26 11:10:27","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°2","34MC"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Percement dans la goulotte du décrasseur TR3.","2023-03-26 11:10:48","Travaux terminés","2","DECRASSEUR","34MD"
"94a7ec69-3ba2-4a23-9937-37e8ac8c2a54","Fuite mâchefer par percement de la goulotte de décrasseur TR3","2023-03-26 11:10:56","Travaux terminés","2","DECRASSEUR","34MD"
"58c6fbfd-14a6-4e2e-a72d-bf7a13740614","Fuite de charbon par percement au niveau de la gaine d'alimentation.","2023-03-27 09:46:17","Travaux terminés","2","COAL FEEDER A","34MD"
"559c1171-2fb1-411d-be02-35ba41added4","Bruit anormal au niveau de compresseur ETP12 U3.","2023-03-27 10:20:26","Travaux terminés","2","COMPRESSEUR D'AIR C TYPE GGGGGG","34MC"
"58c6fbfd-14a6-4e2e-a72d-bf7a13740614","FUITE CP PAR PERCEMENT ENTRE L'ALIMENTATEUR A ET LA GOULOTE CP TREMIE","2023-03-27 12:30:03","Travaux terminés","2","COAL FEEDER A","34MD"
"94238017-6745-481e-a60d-695708a82be5","Vanne d'isolement d'eau de barrage pour  la centrifugeuse caisse a huile non étanche","2023-03-27 12:58:18","Travaux terminés","2","CENTRIFUGEUSE D'HUILE","34MM"
"94238017-6745-481e-a60d-695708a82be5","prévoir nettoyage des bols  centrifugeuse d'huile de graissage turbine tranche 3","2023-03-27 14:19:21","Travaux terminés","2","CENTRIFUGEUSE D'HUILE","34MM"
"2aab001d-652c-445a-a758-ab10cdff3613","Inspection sas du champ 5A.","2023-03-28 09:00:00","Travaux terminés","2","SAS A SOUS CHAMP 5 ELECTROFILTRE A","34MC"
"18b3cac2-c41a-4808-bd73-2e523ec2d02e","Taux d'humidité élevé du sécheur etp 12 tr3","2023-03-28 11:08:05","Travaux terminés","3","SECHEUR POUR COMPRESSEUR D'AIR C TYPE GGGGG","34MC"
"a357cd05-cb39-43e3-a7d6-1f7a9e66c23c","FUITE DE FUEL PAR TRESSE AU NIVEAU DA LA VANNE REGULATRICE DEBIT FUEL","2023-03-29 09:30:51","Travaux terminés","1","FUEL OIL SUPPLEY HEADER CONTROL","34MC"
"fd7319ca-4f46-43ee-8173-bc4629ed3525","soufflage des pyromètres 1&2","2023-03-29 10:21:00","Travaux terminés","2","FURANCE TEMP PROB","34CT"
"d1d41a4c-bb1c-45b4-8e97-798d74bc1463","fuite de vapeur par tresse du ramoneur IK12","2023-03-29 10:27:05","Travaux terminés","2","RAMONEUR LONG RETRACTABLE N°12 TYPE IK POUR LES ÉC","34MC"
"472b0fbb-0711-41b2-ad08-4629e2662da3","Fuite de vapeur par percement au niveau de réchauffeur fuel N°20 U3.","2023-03-29 10:27:16","Travaux terminés","2","RÉCHAUFFEUR FIOUL N°20","34MD"
"1143ef74-6321-4993-929f-35558563df87","Manque de calorifuge au niveau de la porte visite.","2023-03-29 10:27:31","Travaux terminés","2","RÉCHAUFFEUR BASSE PRESSION N°4","34MD"
"7d768f75-d47f-4987-bdcb-237e830ff8d3","Fuite d'air par membrane de la vanne.","2023-03-29 10:27:53","Travaux terminés","2","Purge collecteur by-pass BP","34CT"
"957dacec-f3aa-4775-ab81-ab734c254e6e","RETABLISSEMENT BSM POUR REGULATION SITUATION DE L'ARTICLE OUT-00161 SORTIE DU MAGAZIN LE 15/04/2021","2023-03-29 10:44:00","Travaux terminés","1","unité 03","34CT"
"ee9a28e1-2745-4d10-a2be-8c839b5f542c","défaut de mesure transmetteur DP caisson d'air/ foyer","2023-03-29 15:33:14","Travaux terminés","2","Transmetteur de la Mesure de  Pression Différentielle Boit Vent / Foyer","34CT"
"344a302f-5751-43ef-afec-e70e438c4bdc","Basse pression au système de ramonage réchauffeur d'air (4.5 BAR).","2023-03-30 22:30:00","Travaux terminés","2","Systeme ramonage U3","34MC"
"7d087725-fdda-4b2b-8bf2-99277b1bfa13","TRIP de champ 3A électrofiltre U3.","2023-04-01 10:27:50","Travaux terminés","2","TRANSFORMATEUR REDRESSEUR CHAMP5 FILE A","34EL"
"70ac7a66-81a6-4368-ad54-7522c87e71b3","perte de mesure du transmetteur DP air primaire du broyeur C","2023-04-02 10:00:56","Travaux terminés","2","Transmetteur de Delta Pression Cuve Broyeur C","34CT"
"58c6fbfd-14a6-4e2e-a72d-bf7a13740614","PERCEMENT AU NIVEAU DE L'ALIMENTATEUR  A JUSTE AU NIVEAU DE LA GOULOTTE D'ENTREE","2023-04-02 10:11:17","Travaux terminés","3","COAL FEEDER A","34MD"
"bb1caf5e-60eb-43cb-807e-1fd339139b9d","Vibration anormal au niveau du conduite d'alimentation en huile de commande.","2023-04-02 10:12:58","Travaux terminés","2","SOUPAPE REGULATRICE TURBINE","34MM"
"e164bbc3-c197-4703-964d-5a442147c563","Prévoir appoint d'huile au niveau du pompe a vide 2.","2023-04-02 10:13:09","Travaux terminés","2","POMPE A VIDE 2","34MM"
"94238017-6745-481e-a60d-695708a82be5","Noircissement au niveau d'huile de lubrification du réducteur centrifugeuse.","2023-04-02 10:13:22","Travaux terminés","2","CENTRIFUGEUSE D'HUILE","34MM"
"3dedea9f-2692-4c3d-bc38-e271f68e2c88","prévoir control pressostat circuit de ramonage réchauffeur d'air LJ","2023-04-02 20:51:06","Travaux terminés","1","BOILER  SOOTBLOWER  PESSURE REDUCING STATION","34CT"
"f322fb48-f801-40c1-ac92-0ed2e9c4a793","Accumulation d'huile d'étanchéité au refoulement d'extracteur,(niveau élevée).","2023-04-04 10:09:18","Travaux terminés","2","VENTILATEUR EXTRACTEUR","34MM"
"595ba496-eee1-42b2-8888-0a9fc318f54a","défaut Nœud code 4/2","2023-04-04 10:15:32","Travaux terminés","2","Armoire de Contrôle Automate Node 33","34CT"
"dc2529de-165d-43ff-9fad-ea96f49f8f3d","CONTROLE ET VERFICTAION DES MESURES DE TEMPURATURE  30HNA10CT001/002/003","2023-04-04 14:24:00","Travaux terminés","2","Température Gaz Entrée  Réchauffeur d'air","34CT"
"5fe4d486-065d-4070-a7a5-24463d306fcc","indication erronée de l'indicateur de pression local sortie réchauffeur fioul N°10 tr3","2023-04-05 14:35:55","Travaux terminés","2","MANOMETRE","34CT"
"ac7a8f4c-6ba1-4d55-b5f4-fbf4fc3f008d","indication erronée de l'indicateur de température local sortie réchauffeur fioul N°10 tr3","2023-04-05 14:36:04","Travaux terminés","2","INDICATEUR DE TEMPERATURE","34CT"
"6dd12d84-fc0b-41ff-95f4-c3e6cd01273b","Fuite par raccord au niveau du prise d'indication de pression au refoulement  pompe booster 20.","2023-04-05 14:36:13","Travaux terminés","2","Indicateur de pression","34CT"
"04190903-45fc-4060-ad16-3589862ccaac","Fuite de vapeur au niveau de la vanne d'isolement du niveaustat HP 6.","2023-04-05 16:01:01","En attente arrêt de l'unité","2","Contacteur de niveau très haut RHP 6.","34MM"
"a32442f3-45ee-426d-8199-2b4afd073b87","Fuite d'eau par garniture mécanique (goutte a goutte).","2023-04-05 16:01:13","En attente arrêt de l'unité","2","Pompe eau stator","34MM"
"1dc5cbd6-d5a9-4f79-a3f1-c0e72d0628d5","défaut bobine électrovanne de bypasse réchauffeur HP","2023-04-05 16:11:47","Travaux terminés","2","HP HTRS BYP-SERV PILOT VLV","34CT"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement du filtre de la pompe fioul 10 TR3.","2023-04-06 10:28:51","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"22c90841-ef49-4e00-b4d3-d7ddc8ba4b86","Encrassement du filtre d'aspiration pompe fuel N°10.","2023-04-06 10:31:18","Travaux terminés","2","POMPE FUEL  PRINCIPALE  N°1","34MC"
"83cb8a63-42f1-4c0d-8576-69d388f91c86","Fuite d'air chaud sas refus broyeur A tr3 au niveau du niveaustat de la sas","2023-04-06 12:17:55","Travaux terminés","2","SAS DE PYRITE A SORTIE BROYEUR A","34MC"
"56593144-f640-4240-8bf3-6ef4da0bd5e2","fuite de vapeur sur prise de pression de levier d'équilibre pompe alimentaire n°20","2023-04-09 10:48:27","Travaux terminés","2","Indicateur de pression","34CT"
"31cc5f93-ec88-4754-bceb-5a7f33371833","Pression au refoulement anormale avec augmentation de la température d'huile.","2023-04-10 10:01:50","Travaux terminés","2","POMPE HYDROLIQUE BY-PASS LP  2","34MM"
"dfd6022c-fd85-4981-959c-9d0f261fc6c1","Pression bas au refoulement de la pompe ""180bar"".","2023-04-10 10:02:09","Travaux terminés","2","POMPE HYDROLIQUE BY-PASS LP  2","34MM"
"629d503e-4930-4fb5-a07b-9655c528e453","Bruit anormal au niveau du surpresseur du système SO3 TR3.","2023-04-11 09:53:13","Travaux terminés","2","Systéme SO3","34MC"
"a21eeb0d-7a17-4c05-b2cb-236f3b9b96e6","la pompe de soufre N°10, et N°20 ne débitent pas","2023-04-11 09:53:58","Travaux terminés","2","SYSTEME D'INJECTION SO3","34MC"
"a21eeb0d-7a17-4c05-b2cb-236f3b9b96e6","pression de refoulement élevée du surpresseur ( crachement soupape de sécurité) suite à un bouchage au niveau du circuit en aval","2023-04-11 09:55:11","Travaux terminés","2","SYSTEME D'INJECTION SO3","34MC"
"58b198f8-5680-4280-9e1b-a867e1526a48","présence tôle au niveau alimentateur A","2023-04-12 09:34:25","Travaux terminés","2","CONVOYEUR DE NETTOYAGE  ALIMENTATEUR A","34MC"
"6be32a5c-47e9-4f10-818c-2354556ad496","Contrôle et entretien des pyromètres 1&2","2023-04-12 15:18:00","Travaux terminés","2","FURANCE OUTLET GAS TEMP","34CT"
"6d8aae53-81aa-4027-8ecd-249ca7f8e7d8","Fuite d'huile dans la pompe eau déminéralisé ghc 10 tr3.","2023-04-13 10:20:17","En attente arrêt équipement","2","POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE)","34MM"
